,id,popularity,release_date,title,vote_average,vote_count,day,month,release_year,weekday
43921,55710,0.113878,1999-01-01,Deal of a Lifetime,7.7,3.0,1.0,1.0,1999.0,viernes
43923,100634,0.039184,2007-01-01,Counting Backwards,7.0,1.0,1.0,1.0,2007.0,lunes
43924,48281,0.820594,2009-02-14,Before You Say 'I Do',5.2,13.0,14.0,2.0,2009.0,sábado
43926,41709,0.752678,2005-04-25,Alchemy,5.3,3.0,25.0,4.0,2005.0,lunes
43927,127497,1.100896,2012-09-21,Backwards,6.1,7.0,21.0,9.0,2012.0,viernes
43928,160234,0.779689,2012-09-14,Abel's Field,6.8,5.0,14.0,9.0,2012.0,viernes
43929,257439,0.78662,2014-04-18,Bank$tas,5.8,4.0,18.0,4.0,2014.0,viernes
43930,74415,1.07762,2011-03-11,A Heartbeat Away,4.6,5.0,11.0,3.0,2011.0,viernes
43934,390059,0.432723,2017-04-22,Permission,0.0,1.0,22.0,4.0,2017.0,sábado
43935,24791,0.001715,1998-01-01,A,0.0,0.0,1.0,1.0,1998.0,jueves
43936,111913,0.102332,2001-01-01,A2,0.0,0.0,1.0,1.0,2001.0,lunes
43937,383001,1.370703,2015-06-01,My Honor Was Loyalty,4.3,4.0,1.0,6.0,2015.0,lunes
43938,39962,0.355372,2002-10-19,Tamala 2010: A Punk Cat in Space,7.6,5.0,19.0,10.0,2002.0,sábado
43939,118015,0.232856,2006-04-28,The Saddest Boy in the World,5.9,4.0,28.0,4.0,2006.0,viernes
43946,177950,0.004091,2005-04-05,Parliament Funkadelic: One Nation Under a Groove,0.0,0.0,5.0,4.0,2005.0,martes
43950,80178,0.666729,2006-04-07,Little Man,6.3,5.0,7.0,4.0,2006.0,viernes
43953,302150,12.396344,2017-06-08,The Hunter's Prayer,5.5,57.0,8.0,6.0,2017.0,jueves
43955,45887,1.954502,2005-01-01,Alive in Joburg,7.0,28.0,1.0,1.0,2005.0,sábado
43958,206591,0.106077,2001-09-04,Bodywork,6.0,1.0,4.0,9.0,2001.0,martes
43963,362844,0.002603,1999-05-13,Survivor,0.0,0.0,13.0,5.0,1999.0,jueves
43964,429107,6.548206,2017-06-09,Beatriz at Dinner,6.3,22.0,9.0,6.0,2017.0,viernes
43965,164144,0.309145,1995-09-01,Red Hollywood,5.0,1.0,1.0,9.0,1995.0,viernes
43967,448448,0.835595,2017-04-23,Get Me Roger Stone,7.3,19.0,23.0,4.0,2017.0,domingo
43968,214256,2.503486,2015-10-19,AfterDeath,4.1,19.0,19.0,10.0,2015.0,lunes
43971,43414,0.236635,2008-08-08,Rock n' Roll Nerd,6.1,4.0,8.0,8.0,2008.0,viernes
43972,28013,1.274077,1989-11-05,Bangkok Hilton,6.3,11.0,5.0,11.0,1989.0,domingo
43975,51299,1.784965,2010-10-02,Life Cycles,8.8,27.0,2.0,10.0,2010.0,sábado
43976,117878,0.985717,2012-01-01,Kiss at Pine Lake,6.3,8.0,1.0,1.0,2012.0,domingo
43978,57813,0.113128,2004-04-28,Perth: The Geylang Massacre,4.0,3.0,28.0,4.0,2004.0,miércoles
43981,39346,11.869785,1997-09-09,Casper: A Spirited Beginning,5.0,61.0,9.0,9.0,1997.0,martes
43983,51000,0.348916,2008-09-06,Mia and the Migoo,5.9,7.0,6.0,9.0,2008.0,sábado
43984,65595,1.674317,1996-01-01,T2 3-D: Battle Across Time,7.0,29.0,1.0,1.0,1996.0,lunes
43991,421550,1.236999,2006-10-21,Payback: Straight Up,6.8,25.0,21.0,10.0,2006.0,sábado
43994,36699,1.218959,2010-02-18,We Are from the Future 2,5.2,9.0,18.0,2.0,2010.0,jueves
43995,53268,0.373912,2007-01-01,World Builder,7.0,7.0,1.0,1.0,2007.0,lunes
44001,16322,0.794251,2008-03-19,Sea Monsters: A Prehistoric Adventure,6.1,9.0,19.0,3.0,2008.0,miércoles
44002,14210,0.782646,2007-01-01,Nightmare City 2035,4.5,6.0,1.0,1.0,2007.0,lunes
44004,456781,1.348869,2017-05-09,Boone: The Bounty Hunter,6.3,7.0,9.0,5.0,2017.0,martes
44008,38373,0.293433,1998-03-20,Demons of War,6.5,2.0,20.0,3.0,1998.0,viernes
44009,324852,36.631519,2017-06-15,Despicable Me 3,6.2,2002.0,15.0,6.0,2017.0,jueves
44015,102935,0.006069,2010-05-18,War Don Don,0.0,0.0,18.0,5.0,2010.0,martes
44019,351067,1.361835,2016-07-08,Bachelor Games,5.3,4.0,8.0,7.0,2016.0,viernes
44020,376391,0.636588,2016-03-12,We Are X,6.5,3.0,12.0,3.0,2016.0,sábado
44021,333667,6.55207,2016-07-08,Rock Dog,5.8,47.0,8.0,7.0,2016.0,viernes
44024,62688,0.526709,2007-04-26,Nevalyashka,7.4,7.0,26.0,4.0,2007.0,jueves
44030,364150,0.001429,1992-10-17,The Godfather Trilogy: 1972-1990,8.8,13.0,17.0,10.0,1992.0,sábado
44035,413762,3.526962,2017-05-12,The Levelling,5.9,11.0,12.0,5.0,2017.0,viernes
44036,381054,0.021245,2015-04-16,Clown Service,0.0,0.0,16.0,4.0,2015.0,jueves
44037,349138,0.689882,2015-07-17,Ludo,6.0,1.0,17.0,7.0,2015.0,viernes
44040,47798,0.330757,2009-01-01,The New Tenants,6.6,7.0,1.0,1.0,2009.0,jueves
44042,401164,0.569824,2017-05-12,Tracktown,4.5,4.0,12.0,5.0,2017.0,viernes
44048,264356,0.588734,2012-10-19,Simon's Cat,7.0,7.0,19.0,10.0,2012.0,viernes
44049,80617,1.186651,2006-12-06,Mythbusters Holiday Special,7.5,88.0,6.0,12.0,2006.0,miércoles
44052,81213,0.719651,2006-01-01,Loneliness in the Net,4.0,3.0,1.0,1.0,2006.0,domingo
44055,67742,0.637189,2006-03-10,S&Man,4.9,8.0,10.0,3.0,2006.0,viernes
44060,320311,1.018691,2015-01-21,Wolf Hall,8.2,9.0,21.0,1.0,2015.0,miércoles
44061,456187,0.920217,2017-05-10,King Charles III,6.8,8.0,10.0,5.0,2017.0,miércoles
44066,62999,0.44836,2005-03-25,From 180 & Taller,3.2,5.0,25.0,3.0,2005.0,viernes
44070,16331,6.657247,1999-04-17,The Jack Bull,6.5,23.0,17.0,4.0,1999.0,sábado
44071,10917,9.454614,1990-02-26,Too Young to Die?,5.2,18.0,26.0,2.0,1990.0,lunes
44073,62643,0.735658,2003-02-20,The Charge,5.0,4.0,20.0,2.0,2003.0,jueves
44074,288126,0.649618,1992-09-30,Comrades in Arms,3.5,2.0,30.0,9.0,1992.0,miércoles
44075,64199,0.638939,2001-02-14,The Nude,6.0,1.0,14.0,2.0,2001.0,miércoles
44076,18221,3.071463,2002-04-17,Space Station 3D,6.1,11.0,17.0,4.0,2002.0,miércoles
44077,288977,1.313421,2015-03-31,The Dovekeepers,4.3,5.0,31.0,3.0,2015.0,martes
44078,438446,1.418073,2017-03-11,Mommy Dead and Dearest,7.2,18.0,11.0,3.0,2017.0,sábado
44079,424208,0.618552,2017-05-18,Alcoholist,0.0,4.0,18.0,5.0,2017.0,jueves
44080,21038,1.911592,1996-03-03,Andersonville,6.3,19.0,3.0,3.0,1996.0,domingo
44081,390319,0.289103,2017-03-15,Tickling Giants,8.2,5.0,15.0,3.0,2017.0,miércoles
44083,406107,2.808386,2017-05-12,Dead Awake,5.3,20.0,12.0,5.0,2017.0,viernes
44090,26920,3.812134,2009-10-25,Assassin's Creed: Lineage,6.6,57.0,25.0,10.0,2009.0,domingo
44091,418047,0.082059,2010-01-14,The Secret Life of Chaos,6.5,2.0,14.0,1.0,2010.0,jueves
44093,139300,1.125635,2013-01-24,Ticket to Vegas,3.9,8.0,24.0,1.0,2013.0,jueves
44094,73144,3.444679,2011-08-23,Portal: No Escape,7.0,38.0,23.0,8.0,2011.0,martes
44095,144712,0.697003,2011-12-24,Cancel Christmas,5.3,3.0,24.0,12.0,2011.0,sábado
44097,39137,0.288119,1995-01-01,The Private Life of Plants,8.1,9.0,1.0,1.0,1995.0,domingo
44099,53945,1.114882,1999-01-03,Pirates: Blood Brothers,6.1,5.0,3.0,1.0,1999.0,domingo
44102,71382,0.405327,2005-06-06,"Hello, We Are Your Cover!",6.0,3.0,6.0,6.0,2005.0,lunes
44104,62721,0.193972,2006-11-02,Countdown,5.3,3.0,2.0,11.0,2006.0,jueves
44111,206648,0.185758,1982-10-01,Red Bells Part I: Mexico on Fire,1.0,1.0,1.0,10.0,1982.0,viernes
44113,25571,5.408618,1997-08-06,Drive,6.6,25.0,6.0,8.0,1997.0,miércoles
44114,82077,1.00796,1997-11-16,Bella Mafia,6.0,12.0,16.0,11.0,1997.0,domingo
44118,62997,0.411851,2007-10-25,Kilometer Zero,4.0,2.0,25.0,10.0,2007.0,jueves
44128,375183,8.844173,2017-05-18,A Family Man,6.7,60.0,18.0,5.0,2017.0,jueves
44129,375867,8.966129,2016-09-12,Paris Can Wait,6.4,25.0,12.0,9.0,2016.0,lunes
44130,363992,13.953533,2017-05-21,The Wizard of Lies,6.6,93.0,21.0,5.0,2017.0,domingo
44133,17210,4.318023,2008-12-06,National Geographic: Journey to the Edge of the Universe,7.2,20.0,6.0,12.0,2008.0,sábado
44135,95190,0.197158,2003-11-01,Phenomenon II,5.7,5.0,1.0,11.0,2003.0,sábado
44137,227462,0.100404,1994-09-30,The Other Side,5.5,2.0,30.0,9.0,1994.0,viernes
44142,14650,1.159742,2007-02-28,Michou d'Auber,6.1,15.0,28.0,2.0,2007.0,miércoles
44144,68954,6.051227,2000-01-13,Longitude,7.3,12.0,13.0,1.0,2000.0,jueves
44145,19312,1.992289,2006-06-10,The Black Hole,3.4,15.0,10.0,6.0,2006.0,sábado
44149,111332,1.660009,2010-02-07,Avatar: Creating the World of Pandora,5.8,5.0,7.0,2.0,2010.0,domingo
44150,34417,0.806576,2010-03-09,Good Intentions,5.0,6.0,9.0,3.0,2010.0,martes
44153,35908,0.846074,2009-02-05,Evil Angel,4.7,7.0,5.0,2.0,2009.0,jueves
44154,30203,4.464781,2009-06-13,Star Runners,5.2,9.0,13.0,6.0,2009.0,sábado
44161,24660,1.798465,2003-04-01,A Detective Story,7.2,30.0,1.0,4.0,2003.0,martes
44162,24675,1.521274,2003-06-03,Beyond,7.5,24.0,3.0,6.0,2003.0,martes
44163,24960,2.774738,2003-06-03,World Record,7.1,28.0,3.0,6.0,2003.0,martes
44164,24357,2.679319,2003-03-21,Final Flight of the Osiris,7.0,41.0,21.0,3.0,2003.0,viernes
44167,24914,3.253814,2003-06-02,Kid's Story,7.2,37.0,2.0,6.0,2003.0,lunes
44168,24959,1.851765,2003-03-01,Program,6.9,26.0,1.0,3.0,2003.0,sábado
44169,74779,1.47175,2011-09-02,Robotropolis,3.3,15.0,2.0,9.0,2011.0,viernes
44173,107170,3.036216,2012-05-03,Ghost Recon: Alpha,7.5,43.0,3.0,5.0,2012.0,jueves
44174,26792,2.491206,2006-02-12,The Storm Gate,6.8,9.0,12.0,2.0,2006.0,domingo
44177,79833,0.091346,2001-08-05,The Infinite Worlds of H.G. Wells,7.0,1.0,5.0,8.0,2001.0,domingo
44179,64502,2.751991,2009-12-28,The Day of the Triffids,5.6,35.0,28.0,12.0,2009.0,lunes
44182,30870,1.800842,1990-08-08,Cat in the Brain,5.5,21.0,8.0,8.0,1990.0,miércoles
44183,63624,0.002538,1983-11-01,My Breakfast with Blassie,5.3,2.0,1.0,11.0,1983.0,martes
44184,154028,0.323876,1994-01-01,Ed Wood: Look Back in Angora,8.5,2.0,1.0,1.0,1994.0,sábado
44188,41313,0.014682,1992-09-04,The Tune,6.2,6.0,4.0,9.0,1992.0,viernes
44189,27300,3.27204,2004-04-17,Hair High,7.4,8.0,17.0,4.0,2004.0,sábado
44190,400465,0.187889,2016-06-03,Hitler's Folly,3.4,4.0,3.0,6.0,2016.0,viernes
44191,416445,1.09508,2017-04-05,Revengeance,8.0,2.0,5.0,4.0,2017.0,miércoles
44192,66706,0.001586,1990-09-14,Grim Prairie Tales,6.8,5.0,14.0,9.0,1990.0,viernes
44193,31263,0.587529,1984-02-13,"The Barbaric Beast of Boggy Creek, Part II",2.3,6.0,13.0,2.0,1984.0,lunes
44195,187537,0.000308,1991-01-01,William S. Burroughs: Commissioner of Sewers,7.0,2.0,1.0,1.0,1991.0,martes
44202,264081,0.035275,1987-01-01,Mighty Jack,2.0,1.0,1.0,1.0,1987.0,jueves
44203,47444,0.000809,1987-01-01,Time of the Apes,4.3,4.0,1.0,1.0,1987.0,jueves
44205,84760,0.002001,1986-04-14,Robot Holocaust,2.1,6.0,14.0,4.0,1986.0,lunes
44216,118155,0.003977,1987-01-01,Star Force: Fugitive Alien II,1.0,1.0,1.0,1.0,1987.0,jueves
44257,87874,0.475216,1995-01-01,Werewolf,2.3,9.0,1.0,1.0,1995.0,domingo
44260,31129,0.396057,1990-01-01,The Final Sacrifice,2.8,10.0,1.0,1.0,1990.0,lunes
44261,28820,0.694882,1984-09-07,Devilfish,3.6,15.0,7.0,9.0,1984.0,viernes
44262,84633,0.442903,1993-10-01,Quest of the Delta Knights,1.4,5.0,1.0,10.0,1993.0,viernes
44263,449503,5.342381,2017-05-08,Kill 'em All,5.4,15.0,8.0,5.0,2017.0,lunes
44264,31276,0.707346,1990-01-01,Soultaker,2.3,9.0,1.0,1.0,1990.0,lunes
44265,31244,0.908117,1996-01-01,Merlin's Shop of Mystical Wonders,2.1,9.0,1.0,1.0,1996.0,lunes
44270,423988,12.128887,2017-06-01,Kill Switch,5.1,58.0,1.0,6.0,2017.0,jueves
44271,316154,78.8072,2017-06-23,The Bad Batch,5.3,160.0,23.0,6.0,2017.0,viernes
44273,452142,1.491167,2017-04-16,Maigrets Night at the Crossroads,7.0,6.0,16.0,4.0,2017.0,domingo
44274,281338,146.161786,2017-07-11,War for the Planet of the Apes,6.7,1675.0,11.0,7.0,2017.0,martes
44275,357530,0.983397,2015-08-28,My Stepdaughter,5.0,3.0,28.0,8.0,2015.0,viernes
44276,412818,0.396768,2016-01-10,911 Nightmare,2.5,2.0,10.0,1.0,2016.0,domingo
44279,414455,1.888856,2017-08-04,Chronically Metropolitan,5.8,9.0,4.0,8.0,2017.0,viernes
44280,371743,1.003024,2016-01-27,Sophie and the Rising Sun,6.3,4.0,27.0,1.0,2016.0,miércoles
44282,293768,20.214579,2017-08-04,Kidnap,6.0,244.0,4.0,8.0,2017.0,viernes
44283,102041,0.553871,2012-04-08,Titanic: The Final Word with James Cameron,6.6,6.0,8.0,4.0,2012.0,domingo
44284,22502,2.462786,2003-06-25,The Rain Children,7.6,24.0,25.0,6.0,2003.0,miércoles
44286,161337,3.301063,2011-10-19,Underworld: Endless War,5.6,38.0,19.0,10.0,2011.0,miércoles
44287,141461,0.063059,1981-03-06,The Sword Stained with Royal Blood,6.5,4.0,6.0,3.0,1981.0,viernes
44289,351868,0.829088,2015-08-04,Appetites,3.5,4.0,4.0,8.0,2015.0,martes
44295,319966,0.15905,2014-04-27,Compared To What: The Improbable Journey Of Barney Frank,0.0,0.0,27.0,4.0,2014.0,domingo
44297,329255,0.090618,2015-03-06,The Thoughts That Once We Had,6.0,2.0,6.0,3.0,2015.0,viernes
44299,450225,0.041217,2016-01-01,How Not to Work & Claim Benefits... (and Other Useful Information for Wasters),0.0,0.0,1.0,1.0,2016.0,viernes
44301,341689,2.068008,2017-12-27,How to Talk to Girls at Parties,0.0,10.0,27.0,12.0,2017.0,miércoles
44302,396398,3.510007,2017-05-21,The Meyerowitz Stories,5.4,6.0,21.0,5.0,2017.0,domingo
44303,354287,10.282732,2017-05-26,War Machine,5.8,243.0,26.0,5.0,2017.0,viernes
44304,249233,0.052433,2013-09-17,Anjelah Johnson: The Homecoming Show,4.0,1.0,17.0,9.0,2013.0,martes
44305,35464,1.327665,2006-02-24,The Goodbye Kiss,6.6,5.0,24.0,2.0,2006.0,viernes
44307,297948,0.00353,2006-04-28,Bienvenido Paisano,0.0,0.0,28.0,4.0,2006.0,viernes
44308,347760,0.743119,2015-08-28,Aaaaaaaah!,5.5,12.0,28.0,8.0,2015.0,viernes
44313,297680,1.948145,2014-10-22,Hangar 10,4.4,35.0,22.0,10.0,2014.0,miércoles
44318,438493,1.053472,2017-03-11,Becoming Bond,7.1,10.0,11.0,3.0,2017.0,sábado
44319,44386,0.241231,1997-10-14,Pretty as a Picture: The Art of David Lynch,7.4,8.0,14.0,10.0,1997.0,martes
44322,454361,0.742094,2017-04-25,Vir Das: Abroad Understanding,7.0,5.0,25.0,4.0,2017.0,martes
44323,456193,0.778068,2017-05-09,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3,9.0,9.0,5.0,2017.0,martes
44324,174374,0.469718,2013-12-06,Lenny Cooke,7.0,4.0,6.0,12.0,2013.0,viernes
44326,413579,0.366915,2016-10-09,Best Worst Thing That Ever Could Have Happened...,6.0,1.0,9.0,10.0,2016.0,domingo
44329,79599,0.093542,1986-01-01,The Hunchback of Notre-Dame,2.0,1.0,1.0,1.0,1986.0,miércoles
44330,369894,6.835437,2016-09-02,Wakefield,6.3,57.0,2.0,9.0,2016.0,viernes
44331,424235,0.020404,2013-06-04,Lana Del Rey: The Greatest Story Never Told,0.0,0.0,4.0,6.0,2013.0,martes
44333,424971,0.062595,2016-11-20,In View,0.0,0.0,20.0,11.0,2016.0,domingo
44335,447061,5.753444,2017-03-24,Red Nose Day Actually,7.7,29.0,24.0,3.0,2017.0,viernes
44336,448449,3.250568,2017-04-24,Whitney: Can I Be Me,6.1,57.0,24.0,4.0,2017.0,lunes
44337,339964,15.262706,2017-07-20,Valerian and the City of a Thousand Planets,6.7,905.0,20.0,7.0,2017.0,jueves
44340,25525,0.401054,1984-06-07,Lensman,6.8,4.0,7.0,6.0,1984.0,jueves
44341,67840,0.073418,1999-10-21,Classic Albums: The Who - Who's Next,7.5,2.0,21.0,10.0,1999.0,jueves
44342,135787,0.075111,1997-11-01,The Silver Screen: Color Me Lavender,0.0,0.0,1.0,11.0,1997.0,sábado
44344,327253,4.184306,2017-07-21,The Gracefield Incident,4.7,26.0,21.0,7.0,2017.0,viernes
44348,431714,0.617655,2017-01-23,Long Strange Trip,10.0,1.0,23.0,1.0,2017.0,lunes
44349,390410,0.356383,2016-04-16,Shadow World,8.3,4.0,16.0,4.0,2016.0,sábado
44350,452372,0.526562,2017-05-01,Warning: This Drug May Kill You,7.0,3.0,1.0,5.0,2017.0,lunes
44352,433878,0.774638,2017-01-20,The Mars Generation,7.5,10.0,20.0,1.0,2017.0,viernes
44353,412280,1.062709,2016-10-14,The Northlander,5.3,3.0,14.0,10.0,2016.0,viernes
44354,2104,1.286005,2001-12-28,Requiem,5.0,2.0,28.0,12.0,2001.0,viernes
44355,66926,0.353403,2004-02-05,Magyar vándor,5.6,5.0,5.0,2.0,2004.0,jueves
44359,37587,0.558829,1988-03-09,Willy The Sparrow,5.3,5.0,9.0,3.0,1988.0,miércoles
44363,60800,1.83837,1986-10-02,Cat City,8.0,20.0,2.0,10.0,1986.0,jueves
44366,37926,0.59923,1990-12-18,"Abraxas, Guardian of the Universe",4.0,7.0,18.0,12.0,1990.0,martes
44369,70133,1.591882,1993-05-05,Sharpe's Rifles,5.6,27.0,5.0,5.0,1993.0,miércoles
44370,259231,0.142515,1994-12-15,Picture of Light,6.4,4.0,15.0,12.0,1994.0,jueves
44372,180850,1.394775,2014-02-14,Lucky Bastard,3.8,12.0,14.0,2.0,2014.0,viernes
44377,39827,0.01426,1994-08-15,The Who: Thirty Years of Maximum R&B,0.0,0.0,15.0,8.0,1994.0,lunes
44380,356167,0.41538,2015-09-04,Jimi Hendrix: Electric Church,7.2,3.0,4.0,9.0,2015.0,viernes
44381,404518,0.119393,2016-09-29,Mali Blues,0.0,0.0,29.0,9.0,2016.0,jueves
44383,272610,2.482771,2014-04-17,Black Rose,2.0,6.0,17.0,4.0,2014.0,jueves
44386,382475,6.710179,2016-03-16,The Pass,7.2,23.0,16.0,3.0,2016.0,miércoles
44387,337747,0.895272,2015-05-25,Texas Rising,5.6,5.0,25.0,5.0,2015.0,lunes
44388,117680,0.022845,1986-04-27,Home of the Brave,7.5,3.0,27.0,4.0,1986.0,domingo
44389,24564,0.06218,2007-05-30,Radiant City,7.0,1.0,30.0,5.0,2007.0,miércoles
44390,458310,1.531309,2017-05-23,Hasan Minhaj: Homecoming King,8.1,22.0,23.0,5.0,2017.0,martes
44391,328407,1.586754,2013-10-27,Metalocalypse: The Doomstar Requiem,7.7,9.0,27.0,10.0,2013.0,domingo
44393,392734,0.326655,2016-07-29,Jeremiah Tower: The Last Magnificent,0.0,0.0,29.0,7.0,2016.0,viernes
44398,204690,2.263853,2013-09-11,Intimate Parts,4.5,6.0,11.0,9.0,2013.0,miércoles
44399,139559,0.376914,2012-10-11,Till Night Do Us Part,7.5,3.0,11.0,10.0,2012.0,jueves
44402,334681,0.487041,2015-04-16,Among the Believers,7.0,5.0,16.0,4.0,2015.0,jueves
44404,303835,0.0568,2014-11-15,Sex and Broadcasting,8.0,1.0,15.0,11.0,2014.0,sábado
44405,360592,1.004785,2016-12-13,The Dust Storm,6.0,3.0,13.0,12.0,2016.0,martes
44407,459295,0.828399,2017-05-30,Sarah Silverman: A Speck of Dust,7.7,11.0,30.0,5.0,2017.0,martes
44409,348853,0.361375,2002-04-30,The Model Solution,0.0,0.0,30.0,4.0,2002.0,martes
44415,418787,0.060396,2016-09-25,Gatekeeper,0.0,0.0,25.0,9.0,2016.0,domingo
44416,449012,0.147584,2016-06-06,Allen Iverson: The Answer,9.0,1.0,6.0,6.0,2016.0,lunes
44417,16455,2.757473,2005-01-19,The Magic Roundabout,5.6,38.0,19.0,1.0,2005.0,miércoles
44419,401359,0.957068,2017-01-05,Breakdown Lane,4.0,8.0,5.0,1.0,2017.0,jueves
44421,76812,20.058633,2017-05-26,Black Butterfly,6.5,93.0,26.0,5.0,2017.0,viernes
44422,430448,1.833216,2017-02-10,I Am Jane Doe,6.7,10.0,10.0,2.0,2017.0,viernes
44424,59738,0.959481,1982-06-20,Girls Nite Out,4.7,3.0,20.0,6.0,1982.0,domingo
44427,195796,2.295958,2013-05-13,Home Sweet Home,4.9,14.0,13.0,5.0,2013.0,lunes
44429,48753,0.871517,2006-12-05,Cannibal,6.4,16.0,5.0,12.0,2006.0,martes
44430,65118,0.435022,1999-09-11,Interceptors,4.2,5.0,11.0,9.0,1999.0,sábado
44431,24230,11.48313,1992-12-26,Nemesis,5.3,40.0,26.0,12.0,1992.0,sábado
44433,12816,0.160726,2003-08-08,Skinhead Attitude,8.0,2.0,8.0,8.0,2003.0,viernes
44435,205908,0.280237,2004-05-22,Recon 2020:  The Caprini Massacre,1.0,2.0,22.0,5.0,2004.0,sábado
44437,58296,0.117195,2006-10-26,977,3.0,2.0,26.0,10.0,2006.0,jueves
44438,64393,0.299356,2007-06-19,Hard-Hearted,4.0,2.0,19.0,6.0,2007.0,martes
44440,131343,0.313424,2012-09-07,Frost,4.6,4.0,7.0,9.0,2012.0,viernes
44443,36695,0.810164,2004-11-30,The Goddess,4.1,5.0,30.0,11.0,2004.0,martes
44446,6436,0.506128,1996-03-11,Star Command,4.3,4.0,11.0,3.0,1996.0,lunes
44450,43084,0.222971,2002-02-15,Deadly Species,3.2,3.0,15.0,2.0,2002.0,viernes
44451,390540,0.044306,1987-06-15,The Worst of Faces of Death,0.0,0.0,15.0,6.0,1987.0,lunes
44457,41237,0.5258,2004-05-14,They Are Among Us,4.5,4.0,14.0,5.0,2004.0,viernes
44461,50227,0.15591,2002-08-02,The Fear of Speed,2.0,2.0,2.0,8.0,2002.0,viernes
44463,67387,0.014895,1988-05-06,Assault of the Killer Bimbos,3.0,2.0,6.0,5.0,1988.0,viernes
44467,69059,0.372454,2003-10-14,Shark Zone,2.5,2.0,14.0,10.0,2003.0,martes
44470,115711,0.792064,1998-02-20,The Naked Eye,6.0,2.0,20.0,2.0,1998.0,viernes
44472,28499,2.662584,2009-09-19,Open Graves,4.6,24.0,19.0,9.0,2009.0,sábado
44474,67317,0.426789,1989-10-12,Dr. Alien,6.1,6.0,12.0,10.0,1989.0,jueves
44475,16266,2.37802,2008-02-12,2012 Doomsday,2.3,32.0,12.0,2.0,2008.0,martes
44480,2791,1.628881,2004-06-15,The Chronicles of Riddick: Dark Fury,5.9,157.0,15.0,6.0,2004.0,martes
44481,47345,0.767505,1984-07-12,She,5.2,11.0,12.0,7.0,1984.0,jueves
44485,2154,1.576967,1990-05-30,The Dark Side of The Moon,4.7,11.0,30.0,5.0,1990.0,miércoles
44491,65679,0.601258,2006-06-06,Butterfly Kiss,2.8,4.0,6.0,6.0,2006.0,martes
44494,22099,0.989113,1999-08-31,Rammstein: Live aus Berlin,9.0,4.0,31.0,8.0,1999.0,martes
44495,333953,0.050476,2013-08-29,Dumpling Brothers,7.0,1.0,29.0,8.0,2013.0,jueves
44497,103301,0.032701,1990-02-01,Babnik,1.0,1.0,1.0,2.0,1990.0,jueves
44498,62664,0.461312,2008-03-20,Indigo,3.7,3.0,20.0,3.0,2008.0,jueves
44501,131958,0.011064,1987-06-06,Where Is Enohp Located?,4.0,2.0,6.0,6.0,1987.0,sábado
44513,213496,0.350197,2001-11-21,The Tracker,6.0,2.0,21.0,11.0,2001.0,miércoles
44514,28745,0.250106,2000-06-07,The Dancer,4.6,5.0,7.0,6.0,2000.0,miércoles
44515,7298,2.306467,2006-10-21,One Way,4.9,12.0,21.0,10.0,2006.0,sábado
44517,81297,0.002001,1985-10-21,"Och, Karol",6.5,2.0,21.0,10.0,1985.0,lunes
44524,453053,0.444744,2017-06-03,Dumb: The Story of Big Brother Magazine,6.0,1.0,3.0,6.0,2017.0,sábado
44526,264389,0.457331,2014-10-16,Tropical Carmine,6.0,3.0,16.0,10.0,2014.0,jueves
44528,379959,0.102319,2016-01-23,Thunder Road,8.0,2.0,23.0,1.0,2016.0,sábado
44529,353406,0.106093,2015-01-01,Manoman,7.0,1.0,1.0,1.0,2015.0,jueves
44530,246006,0.306599,2012-05-15,The Most Beautiful Thing,4.5,2.0,15.0,5.0,2012.0,martes
44534,413992,1.718775,2017-11-17,Sweet Virginia,0.0,1.0,17.0,11.0,2017.0,viernes
44535,412059,0.155147,2018-04-04,Mobile Homes,0.0,1.0,4.0,4.0,2018.0,miércoles
44536,436305,1.196529,2017-02-26,The Farthest,8.3,6.0,26.0,2.0,2017.0,domingo
44539,42384,1.199077,2008-04-30,A Tale of Legendary Libido,6.2,13.0,30.0,4.0,2008.0,miércoles
44542,133448,1.159167,2010-10-06,Macbeth,6.9,9.0,6.0,10.0,2010.0,miércoles
44543,390587,1.490384,2016-10-07,Tiger Raid,4.0,2.0,7.0,10.0,2016.0,viernes
44550,367966,0.115872,2015-11-17,Harold and Lillian: A Hollywood Love Story,10.0,1.0,17.0,11.0,2015.0,martes
44551,408616,0.859277,2017-03-30,The Journey,7.4,5.0,30.0,3.0,2017.0,jueves
44552,419192,1.487037,2017-05-25,McLaren,8.0,13.0,25.0,5.0,2017.0,jueves
44556,17725,0.832563,2007-06-15,Grow Your Own,6.2,6.0,15.0,6.0,2007.0,viernes
44558,456098,0.918121,2017-06-02,All About the Money,6.7,6.0,2.0,6.0,2017.0,viernes
44559,301876,0.039591,1998-01-01,30 Years to Life,5.0,1.0,1.0,1.0,1998.0,jueves
44568,63299,0.053876,1983-06-06,The Blonde Around the Corner,6.0,3.0,6.0,6.0,1983.0,lunes
44578,340027,4.341687,2017-02-22,Brain on Fire,8.0,41.0,22.0,2.0,2017.0,miércoles
44581,353746,0.055552,2014-08-26,One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,8.0,1.0,26.0,8.0,2014.0,martes
44584,452068,8.413334,2017-05-26,Drone,5.7,55.0,26.0,5.0,2017.0,viernes
