,adult,budget,id,popularity,revenue,title,vote_average,vote_count,day,month,year
39207,False,0,4948,0.627959,0.0,Womanlight,6.5,2.0,29.0,8.0,1979.0
39208,False,0,51444,0.734659,0.0,The Secret of Nikola Tesla,6.6,10.0,12.0,9.0,1980.0
39212,False,0,133563,0.385757,0.0,Killers on Parade,5.8,2.0,19.0,2.0,1961.0
39213,False,0,213373,0.354658,0.0,What Now? Remind Me,5.0,2.0,8.0,8.0,2013.0
39215,False,0,206789,0.452808,0.0,The Kingdom of Diamonds,6.9,5.0,18.0,12.0,1980.0
39216,False,0,345735,1.005211,0.0,Robbery,6.6,9.0,5.0,7.0,2015.0
39218,False,0,185738,1.572629,0.0,Stockholm,6.9,20.0,25.0,4.0,2013.0
39219,False,0,168814,0.487394,0.0,Will You Still Love Me Tomorrow?,6.4,4.0,3.0,4.0,2013.0
39222,False,0,55424,1.272188,0.0,Essaye-moi,5.8,12.0,6.0,3.0,2006.0
39226,False,0,94798,0.505604,0.0,Abhijan,8.0,5.0,27.0,9.0,1962.0
39227,False,0,139582,0.156595,0.0,Chakravyuh,4.8,3.0,24.0,10.0,2012.0
39228,False,0,14751,0.767683,0.0,Dasvidaniya,7.0,6.0,7.0,11.0,2008.0
39229,False,0,53284,0.151141,0.0,Do Dooni Chaar,4.0,4.0,8.0,10.0,2010.0
39230,False,0,63006,0.277393,0.0,Dum Maaro Dum,5.4,7.0,22.0,4.0,2011.0
39231,False,0,379275,0.089083,0.0,The Three Men of Melita Zganjer,4.0,1.0,1.0,1.0,1998.0
39238,False,5980000,398535,4.195845,14900000.0,Udta Punjab,7.4,32.0,17.0,6.0,2016.0
39242,False,0,50125,0.15164,0.0,AC/DC- Let There Be Rock,7.9,10.0,14.0,9.0,1980.0
39245,False,0,34216,0.16932,0.0,The Drummer,7.5,4.0,9.0,8.0,2007.0
39258,False,0,95700,0.522592,0.0,Sicario,6.6,4.0,20.0,7.0,1994.0
39266,False,0,335430,0.05488,0.0,Makeup Room,0.0,0.0,20.0,2.0,2015.0
39267,False,0,57458,0.254099,0.0,A Letter to Uncle Boonmee,6.1,7.0,5.0,5.0,2009.0
39270,False,0,278935,0.008848,0.0,Barrela: Escola de Crimes,0.0,0.0,6.0,2.0,1990.0
39272,False,0,48502,0.318437,170000.0,El Estudiante,6.6,5.0,10.0,10.0,2010.0
39273,False,0,199883,0.068562,0.0,Besame Mucho,6.0,1.0,1.0,1.0,1987.0
39275,False,0,50489,0.003449,0.0,Mais Uma Vez Amor,0.0,0.0,21.0,4.0,2005.0
39277,False,0,70461,0.000578,0.0,IP5: The Island of Pachyderms,6.1,5.0,12.0,6.0,1992.0
39278,False,0,355786,0.306059,0.0,Thithi,7.8,8.0,10.0,8.0,2015.0
39280,False,0,267977,0.190491,0.0,Beautiful Mystery,5.5,2.0,1.0,4.0,1983.0
39281,False,0,401442,2.836788,0.0,Internet Famous,4.0,24.0,21.0,6.0,2016.0
39286,False,5069632,377213,1.434237,4817642.0,Te3n,6.8,23.0,10.0,6.0,2016.0
39291,False,0,53283,0.129796,0.0,Khichdi: The Movie,2.7,3.0,1.0,10.0,2010.0
39292,False,0,35687,0.367068,0.0,"LSD: Love, Sex aur Dhokha",6.6,9.0,19.0,3.0,2010.0
39296,False,0,56897,1.047111,0.0,Phas Gaye Re Obama,6.2,14.0,1.0,11.0,2010.0
39297,False,0,172817,1.021034,0.0,Saheb Biwi Aur Gangster Returns,6.6,6.0,8.0,3.0,2013.0
39298,False,3700000,323426,1.244056,0.0,Shamitabh,5.8,18.0,6.0,2.0,2015.0
39300,False,0,85043,0.841267,0.0,Tere Naal Love Ho Gaya,5.3,8.0,24.0,2.0,2012.0
39301,False,0,202984,0.301689,0.0,When the Dragon Swallowed the Sun,0.0,0.0,22.0,6.0,2010.0
39302,False,0,324820,0.750401,0.0,The Snake Brothers,7.3,3.0,20.0,2.0,2015.0
39305,False,0,92691,0.081467,0.0,Without Memory,6.0,2.0,28.0,12.0,1996.0
39315,False,0,40741,0.002671,0.0,The Trail of Blood,0.0,0.0,10.0,6.0,1972.0
39316,False,0,90351,0.03078,0.0,Sympathy for the Underdog,6.6,7.0,1.0,1.0,1971.0
39317,False,0,10458,1.423762,0.0,Soundless,6.5,9.0,22.0,4.0,2004.0
39318,False,0,60971,0.683192,0.0,Underworld Beauty,5.3,8.0,25.0,3.0,1958.0
39327,False,521873,393562,1.668794,1013926.0,Raman Raghav 2.0,7.1,27.0,24.0,6.0,2016.0
39338,False,0,328716,1.231733,0.0,Detective K: Secret of the Lost Island,7.5,6.0,11.0,2.0,2015.0
39345,False,0,369776,4.322081,0.0,Les Tuche 2: Le rêve américain,5.7,239.0,3.0,2.0,2016.0
39348,False,0,55035,0.582222,0.0,The Hatter's Ghost,5.8,8.0,26.0,5.0,1982.0
39349,False,0,12529,6.074748,0.0,Boot Hill,5.7,23.0,20.0,12.0,1969.0
39350,False,0,9031,5.079099,0.0,I'm for the Hippopotamus,6.2,104.0,30.0,11.0,1979.0
39351,False,0,259634,0.029635,0.0,Big Man - A Policy for Hell,0.0,0.0,30.0,12.0,1988.0
39352,False,0,46572,0.062275,0.0,Big Man - An Unusual Insurance,0.0,0.0,25.0,11.0,1988.0
39353,False,0,315439,1.122048,0.0,The Throne,6.7,17.0,16.0,9.0,2015.0
39358,False,5000000,53010,4.105063,0.0,La Chance de ma vie,5.6,79.0,5.0,1.0,2011.0
39359,False,0,214209,2.973011,0.0,Hide and Seek,6.7,19.0,14.0,8.0,2013.0
39361,False,0,369228,0.886695,0.0,Dobbiamo parlare,5.6,17.0,19.0,11.0,2015.0
39362,False,0,367999,2.363169,0.0,The Last Will Be the Last,6.6,43.0,12.0,11.0,2015.0
39363,False,0,356758,0.953019,0.0,First Light,5.7,8.0,24.0,9.0,2015.0
39364,False,0,371942,0.128341,0.0,Le nozze di Laura,1.0,1.0,8.0,12.0,2015.0
39365,False,0,359156,4.149051,0.0,Don't Be Bad,7.8,181.0,8.0,9.0,2015.0
39366,False,0,359152,0.524942,0.0,Storie sospese,5.0,5.0,3.0,9.0,2015.0
39372,False,0,319352,0.769287,0.0,The Birth of the Tramp,7.0,5.0,29.0,12.0,2013.0
39373,False,0,317214,0.769127,0.0,From A to B,7.8,5.0,8.0,1.0,2015.0
39381,False,85876,346641,2.647094,0.0,The Nightmare,6.3,26.0,1.0,7.0,2015.0
39382,False,0,324794,0.454353,0.0,The Blue Hour,6.6,10.0,9.0,2.0,2015.0
39385,False,0,273645,1.093521,0.0,Manhole,6.4,12.0,8.0,10.0,2014.0
39389,False,522360,324322,0.074027,0.0,They Will Have to Kill Us First,5.0,1.0,13.0,10.0,2015.0
39393,False,0,196324,1.084768,0.0,The Good Life,7.0,4.0,14.0,8.0,2008.0
39409,False,0,17342,2.021356,0.0,Night Train,6.9,5.0,23.0,1.0,2008.0
39413,False,0,83876,0.470995,0.0,The Avenging Eagle,6.4,5.0,13.0,9.0,1978.0
39418,False,1220000,254664,0.497461,0.0,The Journey,7.7,3.0,30.0,1.0,2014.0
39419,False,0,137308,0.67977,0.0,Sancharram,5.3,3.0,1.0,10.0,2004.0
39420,False,0,156967,0.001362,0.0,The Journey,0.0,0.0,1.0,1.0,1997.0
39421,False,0,156954,0.000603,0.0,Die Reise,5.0,1.0,25.0,9.0,1986.0
39425,False,0,108063,0.111429,0.0,Atomic War Bride,5.0,2.0,23.0,7.0,1960.0
39426,False,0,41294,0.549598,0.0,¡Por mis... pistolas!,5.0,3.0,21.0,8.0,1968.0
39427,False,0,45192,1.15292,0.0,El profe,5.5,4.0,7.0,4.0,1971.0
39428,False,0,64694,0.55308,0.0,"No eres tú, soy yo",5.8,13.0,27.0,8.0,2010.0
39429,False,0,70193,0.455885,0.0,Hazard,7.4,5.0,5.0,11.0,2005.0
39430,False,0,66062,0.117204,0.0,Into a Dream,6.0,2.0,11.0,6.0,2005.0
39435,False,0,337703,12.874084,921974.0,The Red Turtle,7.6,241.0,29.0,6.0,2016.0
39436,False,0,228941,0.908361,0.0,Au revoir l'été,8.3,3.0,19.0,10.0,2013.0
39437,False,0,81633,0.157878,0.0,Hospitalité,6.3,3.0,24.0,10.0,2010.0
39446,False,6000000,364051,6.915263,0.0,The Innocents,7.1,87.0,10.0,2.0,2016.0
39449,False,0,373922,1.12287,0.0,Three,5.8,19.0,2.0,6.0,2016.0
39450,False,0,359641,0.105185,0.0,Argentina,3.3,2.0,26.0,9.0,2015.0
39453,False,0,354275,1.549193,0.0,"Right Now, Wrong Then",7.6,19.0,13.0,8.0,2015.0
39454,False,0,62675,0.857372,0.0,Distracted,5.8,18.0,9.0,12.0,1970.0
39456,False,840000,394499,1.357903,0.0,Porta dos Fundos: Contrato Vitalício,4.3,19.0,30.0,6.0,2016.0
39457,False,0,41004,1.020615,0.0,El señor doctor,5.6,4.0,7.0,10.0,1965.0
39458,False,0,145481,0.872694,0.0,Don Quijote cabalga de nuevo,5.2,3.0,9.0,3.0,1973.0
39459,False,0,82776,0.035443,0.0,El ministro y yo,6.0,1.0,1.0,1.0,1977.0
39460,False,0,41298,0.315732,0.0,El patrullero 777,7.0,2.0,27.0,4.0,1978.0
39461,False,0,45191,0.311993,0.0,El barrendero,6.5,5.0,5.0,5.0,1982.0
39473,False,0,118014,0.557243,0.0,The Seashell and the Clergyman,7.3,10.0,9.0,2.0,1928.0
39474,False,0,49037,0.988355,0.0,Hellevator,5.2,18.0,28.0,2.0,2004.0
39476,False,0,371865,7.917157,112481.0,Slack Bay,5.7,68.0,13.0,5.0,2016.0
39477,False,0,377287,0.355947,0.0,The Son of Joseph,6.5,4.0,20.0,4.0,2016.0
39478,False,0,361571,0.932247,0.0,The Demons,6.4,9.0,30.0,10.0,2015.0
39479,False,0,392817,2.301152,0.0,The Student,6.3,25.0,12.0,4.0,2016.0
39480,False,0,338189,11.864584,0.0,It's Only the End of the World,7.3,411.0,26.0,8.0,2016.0
39481,False,0,378813,0.77748,0.0,Aloys,7.7,15.0,31.0,3.0,2016.0
39492,False,0,154441,1.991908,1672940.0,Till Luck Do Us Part,6.4,51.0,5.0,10.0,2012.0
39495,False,10400000,376812,6.070606,102000000.0,Sultan,7.0,71.0,6.0,7.0,2016.0
39496,False,0,342213,0.000464,591696.0,La caliente niña Julietta,0.0,0.0,20.0,3.0,1981.0
39498,False,0,389180,0.001665,0.0,The House of Light,0.0,0.0,21.0,3.0,1969.0
39501,False,1900000,372297,1.188662,5900000.0,Charlie,7.4,10.0,24.0,12.0,2015.0
39502,False,0,126043,0.00353,0.0,Cartola - Música Para os Olhos,0.0,0.0,6.0,4.0,2007.0
39504,False,0,103396,1.271944,0.0,The Devil Strikes at Night,6.8,4.0,19.0,9.0,1957.0
39505,False,0,130957,0.359292,0.0,The Sons of Great Bear,5.0,1.0,18.0,2.0,1966.0
39509,False,0,366514,7.626166,0.0,Up for Love,6.0,199.0,4.0,5.0,2016.0
39510,False,0,63989,0.459399,0.0,Irène,6.9,6.0,26.0,6.0,2002.0
39516,False,0,293516,0.200371,0.0,La nostra terra,6.0,4.0,18.0,9.0,2014.0
39517,False,5455000,360249,50.949523,0.0,The Last King,5.2,47.0,12.0,2.0,2016.0
39522,False,0,362876,0.960311,0.0,Califórnia,7.7,11.0,3.0,12.0,2015.0
39523,False,0,361249,0.625451,0.0,Nil Battey Sannata,6.8,8.0,22.0,4.0,2016.0
39524,False,0,4279,0.982414,0.0,The Married Couple of the Year Two,5.8,11.0,7.0,4.0,1971.0
39527,False,4180000,15467,1.506777,11000000.0,Kismat Konnection,5.0,17.0,18.0,7.0,2008.0
39531,False,0,86320,0.004218,0.0,Twenty Years Later,7.0,3.0,3.0,12.0,1984.0
39532,False,0,86531,0.34048,0.0,"You, Me and Him",5.6,8.0,16.0,3.0,2007.0
39534,False,0,67303,0.158473,0.0,Tale About the Cat and the Moon,7.0,3.0,1.0,1.0,1997.0
39536,False,0,314837,1.388744,0.0,The Emperor in August,7.0,5.0,8.0,8.0,2015.0
39542,False,0,82664,0.009451,0.0,Reality XL,0.0,0.0,12.0,1.0,2012.0
39548,False,0,55344,0.329866,0.0,Boys on the Run,5.4,6.0,30.0,1.0,2010.0
39550,False,0,390880,1.00704,0.0,Friday,6.0,11.0,26.0,3.0,2016.0
39555,False,0,347981,0.236659,0.0,Winds,4.8,2.0,21.0,6.0,2013.0
39560,False,6700000,351809,4.987123,12118661.0,To Steal from a Thief,6.1,103.0,3.0,3.0,2016.0
39563,False,0,356201,0.368579,0.0,Collective Invention,5.8,8.0,14.0,9.0,2015.0
39567,False,0,237799,0.041901,0.0,Un grand cri d'amour,7.0,1.0,7.0,1.0,1998.0
39568,False,0,40585,0.158781,0.0,We Will All Meet in Paradise,6.5,10.0,9.0,11.0,1977.0
39580,False,0,90726,0.002383,0.0,Hate for Hate,0.0,0.0,18.0,8.0,1967.0
39586,False,0,17288,0.412342,0.0,Rampage,6.0,2.0,12.0,6.0,1986.0
39587,False,0,8383,0.01549,0.0,Red Sun,6.5,5.0,31.0,8.0,1970.0
39589,False,0,112675,0.104758,0.0,The Immortals,7.5,2.0,23.0,12.0,1974.0
39590,False,0,46879,0.343522,0.0,Films to Keep You Awake: Spectre,5.6,9.0,1.0,7.0,2006.0
39595,False,0,260646,1.723131,0.0,Victor Young Perez,5.3,4.0,20.0,11.0,2013.0
39600,False,12000000,282024,1.685233,0.0,The Iron Ivan,6.2,14.0,10.0,7.0,2014.0
39601,False,0,42498,0.003553,0.0,The Adversary,7.7,5.0,27.0,10.0,1970.0
39602,False,0,257006,0.000132,0.0,Encounters in the Deep,0.0,0.0,4.0,4.0,1979.0
39607,False,0,46658,0.110781,0.0,Night of the Sharks,3.0,1.0,1.0,1.0,1989.0
39608,False,0,225776,0.668678,0.0,Can't You Hear the Wind Howl? The Life & Music of Robert Johnson,7.5,1.0,26.0,9.0,1998.0
39609,False,4100000,76348,0.022568,0.0,Us Two,9.0,2.0,23.0,5.0,1979.0
39613,False,0,159942,0.855232,0.0,An Episode in the Life of an Iron Picker,7.3,7.0,10.0,10.0,2013.0
39614,False,1200000,356626,1.35894,0.0,Black,6.4,33.0,11.0,11.0,2015.0
39620,False,0,358430,3.091686,0.0,The New Kid,5.9,64.0,23.0,12.0,2015.0
39621,False,0,314635,0.04335,0.0,Schmitke,0.0,0.0,5.0,10.0,2014.0
39623,False,0,353163,1.195524,0.0,The Mirage,5.5,8.0,5.0,8.0,2015.0
39631,False,40000,303856,0.67191,0.0,The Presence,3.9,15.0,31.0,10.0,2014.0
39634,False,0,79596,0.190507,0.0,The Emperor's Nightingale,4.0,2.0,15.0,4.0,1949.0
39636,False,0,77864,0.823333,0.0,That Girl in Yellow Boots,6.1,6.0,27.0,9.0,2010.0
39637,False,0,42591,0.44225,0.0,The Bloody Judge,6.4,5.0,5.0,2.0,1970.0
39638,False,0,12602,1.853036,0.0,The Torture Chamber of Dr. Sadism,6.3,12.0,5.0,10.0,1967.0
39640,False,0,185752,0.637846,0.0,Albino,4.0,2.0,15.0,3.0,1976.0
39642,False,0,165644,0.039518,0.0,Nutcracker Fantasy,8.0,1.0,3.0,3.0,1979.0
39649,False,0,165401,0.140197,0.0,Honeymoon Academy,8.0,1.0,11.0,5.0,1990.0
39654,False,0,183073,0.251895,0.0,I tromboni di Fra' Diavolo,5.0,1.0,11.0,10.0,1962.0
39661,False,0,352694,0.621331,0.0,Poison Berry in my Brain,6.0,1.0,9.0,5.0,2015.0
39667,False,0,48995,0.473471,3142763.0,The Democratic Terrorist,6.0,3.0,21.0,8.0,1992.0
39668,False,0,330070,3.786856,0.0,Terra Formars,4.8,18.0,29.0,4.0,2016.0
39669,False,0,390734,7.692445,269980.0,Kingsglaive: Final Fantasy XV,6.8,201.0,9.0,7.0,2016.0
39670,False,8600000,383869,6.409925,0.0,Back to Mom's,5.6,153.0,1.0,6.0,2016.0
39675,False,0,67617,0.329549,0.0,O Quatrilho,6.4,7.0,20.0,10.0,1995.0
39676,False,0,397365,1.257554,0.0,Madaari,7.9,11.0,10.0,6.0,2016.0
39677,False,0,208173,0.01575,0.0,El río que nos lleva,0.0,0.0,8.0,9.0,1988.0
39678,False,0,190326,0.001177,0.0,Komunaris chibukhi,0.0,0.0,29.0,7.0,1929.0
39679,False,0,140423,0.295582,0.0,I Love You Rosa,6.3,2.0,12.0,2.0,1972.0
39682,False,0,393184,1.319772,0.0,Clash,7.9,14.0,27.0,7.0,2016.0
39684,False,0,140894,1.784351,0.0,Tricked,4.5,18.0,25.0,9.0,2012.0
39685,False,0,27154,3.76579,0.0,Happy End,6.2,9.0,11.0,12.0,1999.0
39689,False,0,378570,1.451931,0.0,The Pills - Sempre meglio che lavorare,5.5,39.0,21.0,1.0,2016.0
39690,False,0,333846,0.663021,0.0,Enclave,7.1,9.0,3.0,3.0,2015.0
39695,False,0,380762,1.945179,0.0,Trivisa,7.0,16.0,7.0,4.0,2016.0
39697,False,0,340712,0.057737,19337.0,Gabo: The Creation of Gabriel Garcia Marquez,7.0,1.0,12.0,4.0,2015.0
39705,False,0,266036,1.606121,0.0,Misunderstood,6.0,14.0,5.0,6.0,2014.0
39706,False,0,60700,0.326323,0.0,Sorry for the Disturbance,5.0,4.0,1.0,9.0,2008.0
39710,False,0,365709,0.062357,0.0,Berserker,4.0,1.0,10.0,11.0,2015.0
39715,False,0,154399,0.491973,0.0,Hands Up!,5.0,1.0,9.0,10.0,1981.0
39718,False,13500000,368940,8.969705,3342697.0,Robinson Crusoe,5.8,85.0,4.0,2.0,2016.0
39719,False,0,118195,0.000603,0.0,Grandma,7.0,1.0,10.0,5.0,1979.0
39720,False,0,338079,0.129853,0.0,Basta Poco,4.3,3.0,29.0,4.0,2015.0
39721,False,0,334304,3.245243,0.0,Belle and Sebastian: The Adventure Continues,6.8,67.0,7.0,12.0,2015.0
39722,False,0,340119,0.107041,0.0,Nomi e cognomi,1.5,2.0,14.0,5.0,2015.0
39723,False,0,62009,1.870599,0.0,Bimboland,4.3,18.0,23.0,12.0,1998.0
39728,False,0,378607,0.416882,0.0,The House,6.4,4.0,20.0,1.0,2016.0
39759,False,0,112699,0.073475,0.0,Street Angel,5.0,1.0,1.0,1.0,1937.0
39766,False,0,168541,0.237546,0.0,Twilight Time,0.0,0.0,1.0,4.0,1982.0
39768,False,0,168552,0.820013,0.0,Youth,5.8,4.0,29.0,8.0,2013.0
39769,False,959300,199916,1.847632,0.0,Whitey,6.9,4.0,17.0,12.0,1980.0
39777,False,0,268666,0.014958,0.0,Hafu,0.0,0.0,5.0,4.0,2013.0
39782,False,0,21452,3.834063,0.0,Detective Conan: The Fourteenth Target,7.5,30.0,19.0,4.0,1998.0
39783,False,0,28808,3.679405,0.0,Detective Conan: The Last Wizard of the Century,7.2,31.0,17.0,4.0,1999.0
39791,False,12500000,366656,3.540621,0.0,Snowtime!,5.4,21.0,12.0,11.0,2015.0
39793,False,9804690,337674,8.226065,2341534.0,Elle,6.6,498.0,25.0,5.0,2016.0
39795,False,0,254679,1.212353,0.0,The Little House,6.7,15.0,25.0,1.0,2014.0
39798,False,0,391477,1.600472,0.0,The Mobfathers,6.0,11.0,31.0,3.0,2016.0
39799,False,0,64133,0.103929,0.0,The Lorry,5.0,3.0,27.0,5.0,1977.0
39803,False,0,56531,1.990855,0.0,The Life and Death of a Porno Gang,6.5,16.0,16.0,9.0,2009.0
39807,False,0,50461,0.611003,0.0,Liar Game: The Final Stage,7.4,7.0,6.0,3.0,2010.0
39810,False,0,17376,0.79125,0.0,Anna M.,5.3,11.0,14.0,2.0,2007.0
39812,False,0,396269,0.005891,0.0,Torpedo Bay,0.0,0.0,21.0,9.0,1963.0
39813,False,120000,105506,0.485424,130000.0,Grandmaster,6.1,10.0,3.0,5.0,2012.0
39814,False,0,399097,0.039207,0.0,The Polar Boy,0.0,0.0,10.0,5.0,2016.0
39815,False,566000,392554,0.107335,0.0,The Days That Confused,7.0,2.0,8.0,4.0,2016.0
39816,False,0,65442,2.190206,0.0,Breaking the Surface,4.8,5.0,25.0,10.0,2006.0
39820,False,0,141267,1.107204,0.0,Johan Falk: Kodnamn Lisa,6.8,10.0,15.0,3.0,2013.0
39821,False,8820000,396535,22.685169,2129768.0,Train to Busan,7.7,984.0,20.0,7.0,2016.0
39824,False,0,136071,0.5288,0.0,Johan Falk: Alla råns moder,6.3,6.0,24.0,10.0,2012.0
39825,False,0,133879,0.929547,0.0,Johan Falk: Spelets regler,6.7,10.0,25.0,9.0,2012.0
39827,False,0,24025,0.88647,0.0,Johan Falk: National Target,6.7,7.0,6.0,10.0,2009.0
39828,False,0,229007,1.657725,0.0,"The Fjällbacka Murders: The Sea Gives, the Sea Takes",5.8,6.0,22.0,9.0,2013.0
39829,False,0,389614,1.138013,0.0,The Hidden Child,6.6,8.0,28.0,6.0,2013.0
39830,False,0,231811,1.986595,0.0,The Fjällbacka Murders: The Queen of Lights,5.0,6.0,29.0,9.0,2013.0
39831,False,0,168056,0.775202,0.0,The Fjällbacka Murders: Friends for Life,5.6,7.0,2.0,1.0,2013.0
39832,False,0,168057,1.322312,0.0,The Fjällbacka Murders: In the Eye of the Beholder,5.4,7.0,26.0,12.0,2012.0
39833,False,0,231812,1.568161,0.0,The Fjällbacka Murders: The Coast Rider,5.3,6.0,22.0,9.0,2013.0
39838,False,0,105672,0.001106,0.0,The Perfect Crime,0.0,0.0,24.0,11.0,1978.0
39850,False,0,384111,0.038957,0.0,Family Lies,0.0,0.0,1.0,3.0,2016.0
39851,False,0,256916,0.376985,0.0,Sus ojos se cerraron y el mundo sigue andando,5.0,1.0,23.0,1.0,1998.0
39852,False,0,31111,1.547095,0.0,The Sicilian Girl,6.7,12.0,31.0,12.0,2008.0
39868,False,0,319998,2.187639,0.0,Sworn Virgin,4.9,14.0,19.0,3.0,2015.0
39871,False,0,402042,0.331978,0.0,Bosch. The Garden of Dreams,0.0,0.0,9.0,6.0,2016.0
39872,False,0,180859,0.381072,0.0,E la chiamano estate,4.5,2.0,22.0,11.0,2012.0
39875,False,0,35297,0.483574,0.0,Daisy Diamond,6.0,5.0,23.0,11.0,2007.0
39878,False,0,66623,0.07304,0.0,"Tattoo, a Love Story",3.5,2.0,11.0,4.0,2002.0
39880,False,0,142093,1.135639,0.0,Lover,5.9,5.0,8.0,12.0,2005.0
39881,False,0,118946,0.84368,0.0,Those Who Kill - Shadow of the Past,5.3,5.0,15.0,3.0,2012.0
39882,False,0,80670,1.999736,0.0,"Siberia, Monamour",7.6,14.0,8.0,3.0,2011.0
39884,False,0,47397,5.899929,0.0,Anita,6.3,20.0,30.0,12.0,1972.0
39893,False,2600000,34989,2.177976,0.0,Slovenian Girl,5.9,18.0,30.0,9.0,2009.0
39903,False,0,93685,0.833902,0.0,Swingers,6.3,6.0,1.0,10.0,2002.0
39904,False,0,65626,0.158207,123182.0,Lift,3.7,3.0,1.0,7.0,2006.0
39913,False,0,310602,1.783179,0.0,Klown Forever,5.8,30.0,24.0,9.0,2015.0
39914,False,0,211505,0.738837,0.0,Dabbe: Bir cin vakasi,6.3,10.0,2.0,8.0,2012.0
39916,False,0,300402,0.049862,0.0,Road to Kabul,7.0,1.0,5.0,4.0,2012.0
39917,False,0,381767,3.154551,0.0,Shelley,5.4,33.0,14.0,2.0,2016.0
39924,False,0,57395,0.205067,0.0,I Wish I Knew,7.3,5.0,24.0,9.0,2010.0
39954,False,0,33317,0.276161,0.0,"Monkeyshines, No. 3",3.3,5.0,21.0,11.0,1890.0
39957,False,0,99313,0.061474,0.0,Édith et Marcel,0.0,0.0,1.0,1.0,1983.0
39960,False,0,308174,1.497333,0.0,3 Türken und ein Baby,5.9,23.0,22.0,1.0,2015.0
39963,False,4531653,271706,2.238595,84552250.0,Big Fish & Begonia,6.3,12.0,8.0,7.0,2016.0
39964,False,5210000,348668,6.859858,5900000.0,A Conspiracy of Faith,6.8,110.0,3.0,3.0,2016.0
39967,False,2000000,71559,0.23091,0.0,Love Like Poison,6.3,5.0,8.0,4.0,2010.0
39970,False,0,267497,0.000167,0.0,UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,0.0,0.0,23.0,5.0,1972.0
39971,False,0,267506,0.000287,0.0,UFO - Distruggete base Luna!,0.0,0.0,18.0,6.0,1971.0
39974,False,0,82405,0.040436,0.0,Dawn of the World,5.0,1.0,27.0,5.0,2009.0
39976,False,0,389868,2.266283,0.0,Seoul Station,5.8,29.0,17.0,8.0,2016.0
39977,False,0,294047,0.422781,0.0,The Levenger Tapes,4.0,1.0,1.0,9.0,2013.0
39984,False,0,77660,0.178354,0.0,The Fifth Seal,6.6,10.0,7.0,10.0,1976.0
39986,False,0,26945,1.830762,0.0,Cardcaptor Sakura: The Movie,7.8,24.0,21.0,8.0,1999.0
39988,False,0,381356,4.262876,0.0,Five,7.2,306.0,30.0,3.0,2016.0
39994,False,200000,393841,0.902294,5500000.0,Pelli Choopulu,7.8,4.0,29.0,7.0,2016.0
40000,False,0,300596,1.235675,0.0,Sidetracked,6.1,22.0,30.0,1.0,2015.0
40004,False,1000000,392572,7.333139,0.0,Rustom,7.3,25.0,12.0,8.0,2016.0
40010,False,0,176568,1.002187,0.0,Sensuela,4.5,4.0,29.0,5.0,1973.0
40016,False,0,358243,0.100144,0.0,Paradise,2.0,2.0,31.0,12.0,2015.0
40018,False,0,381255,4.553004,0.0,Down by Love,6.0,64.0,2.0,3.0,2016.0
40031,False,0,8893,0.110946,0.0,It's Hard Being Loved by Jerks,7.3,3.0,17.0,9.0,2009.0
40032,False,0,292948,0.0449,0.0,Writer of O,8.0,1.0,1.0,4.0,2005.0
40034,False,0,380879,2.266545,0.0,News from Planet Mars,5.1,21.0,9.0,3.0,2016.0
40035,False,0,376847,0.357995,0.0,Remember You,8.5,4.0,7.0,1.0,2016.0
40036,False,0,381418,2.004556,0.0,Sanam Teri Kasam,7.6,24.0,5.0,2.0,2016.0
40037,False,0,296865,1.016876,0.0,A Monster with a Thousand Heads,5.9,11.0,30.0,3.0,2016.0
40038,False,0,394051,0.510423,0.0,Phantom of the Theatre,6.4,4.0,29.0,4.0,2016.0
40039,False,0,379887,0.828908,0.0,Like for Likes,7.3,5.0,17.0,2.0,2016.0
40040,False,980000,298721,2.535419,0.0,Cemetery of Splendour,4.4,50.0,2.0,9.0,2015.0
40042,False,0,247414,0.319549,0.0,Arisan!,7.5,4.0,10.0,12.0,2003.0
40043,False,0,385962,2.033396,0.0,Time Renegades,7.4,15.0,13.0,4.0,2016.0
40044,False,0,394170,2.140112,0.0,Phantom Detective,7.1,11.0,4.0,5.0,2016.0
40045,False,0,39061,1.085018,0.0,Gie,5.9,5.0,13.0,7.0,2005.0
40047,False,0,391629,1.845785,0.0,Baaghi,6.4,19.0,29.0,4.0,2016.0
40048,False,3000000,317930,0.968473,0.0,Compadres,5.2,17.0,31.0,3.0,2016.0
40049,False,0,373200,1.240222,0.0,Detective Chinatown,7.2,10.0,31.0,12.0,2015.0
40050,False,0,393441,1.839955,0.0,Dishoom,5.5,22.0,29.0,7.0,2016.0
40051,False,0,400247,0.40596,0.0,Gentleman,8.5,2.0,17.0,6.0,2016.0
40054,False,0,391779,2.5038,0.0,Housefull 3,5.2,24.0,3.0,6.0,2016.0
40055,False,18700000,366080,2.017961,74000000.0,Kabali,5.9,21.0,22.0,7.0,2016.0
40056,False,0,390437,0.947524,0.0,Ki and Ka,6.7,16.0,1.0,4.0,2016.0
40057,False,38000000,406429,3.109967,0.0,League of Gods,5.0,14.0,28.0,7.0,2016.0
40058,False,15050000,402672,1.423358,16180000.0,Mohenjo Daro,6.7,26.0,11.0,8.0,2016.0
40060,False,0,407887,17.767346,0.0,Operation Chromite,5.5,32.0,27.0,7.0,2016.0
40061,False,0,358505,1.167896,0.0,Our Last Tango,7.0,6.0,12.0,9.0,2015.0
